href,model_id,full_name,year
/showmodel?model=142630,142630,Ion concentration dynamics as a mechanism for neuronal bursting (Barreto & Cressman 2011),2011
/showmodel?model=104623,104623,"Ionic basis of alternans and Timothy Syndrome (Fox et al. 2002), (Zhu and Clancy 2007)",2002
/showmodel?model=247702,247702,Ionic current model of a Hypoglossal Motoneuron (Purvis & Butera 2005),2005
/showmodel?model=114337,114337,Ionic mechanisms of bursting in CA3 pyramidal neurons (Xu and Clancy 2008),2008
/showmodel?model=151825,151825,Ionic mechanisms of dendritic spikes (Almog and Korngreen 2014),2014
/showmodel?model=33728,33728,"Irregular oscillations produced by cyclic recurrent inhibition (Friesen, Friesen 1994)",1994
/showmodel?model=82784,82784,Irregular spiking in NMDA-driven prefrontal cortex neurons (Durstewitz and Gabriel 2006),2006
/showmodel?model=106891,106891,JitCon: Just in time connectivity for large spiking networks (Lytton et al. 2008),2008
/showmodel?model=113939,113939,KInNeSS : a modular framework for computational neuroscience (Versace et al. 2008),2008
/showmodel?model=150024,150024,KV1 channel governs cerebellar output to thalamus (Ovsepian et al. 2013),2013
/showmodel?model=42022,42022,Kenyon cells in the honeybee (Wustenberg et al 2004),2004
/showmodel?model=266508,266508,Kernel method to calculate LFPs from networks of point neurons (Telenczuk et al 2020),2020
/showmodel?model=262059,262059,Kesten and Langevin synaptic size fluctuation simulator (Hazan & Ziv 2020),2020
/showmodel?model=139421,139421,Ketamine disrupts theta modulation of gamma in a computer model of hippocampus (Neymotin et al 2011),2011
/showmodel?model=50207,50207,Kinetic NMDA receptor model (Kampa et al 2004),2004
/showmodel?model=111967,111967,Kinetic properties of voltage gated Na channel (Nayak and Sikdar 2007),2007
/showmodel?model=18500,18500,Kinetic synaptic models applicable to building networks (Destexhe et al 1998),1998
/showmodel?model=95990,95990,"Kinetics of the P2X7 receptor as expressed in Xenopus oocytes (Riedel et al. 2007a,b)",2007
/showmodel?model=234233,234233,Knox implementation of Destexhe 1998 spike and wave oscillation model (Knox et al 2018),2018
/showmodel?model=62654,62654,"Kv4.3, Kv1.4 encoded K channel in heart cells & tachy. (Winslow et al 1999, Greenstein et al 2000)",1999
/showmodel?model=62287,62287,"Kv4.3, Kv1.4 encoded K(+) channel in heart cells (Greenstein et al 2000) (XPP)",2000
/showmodel?model=228596,228596,L4 cortical barrel NN model receiving thalamic input during whisking or touch (Gutnisky et al. 2017),2017
/showmodel?model=155057,155057,"L5 PFC microcircuit used to study persistent activity (Papoutsi et al. 2014, 2013)",2014
/showmodel?model=230811,230811,L5 PFC pyramidal neurons (Papoutsi et al. 2017),2017
/showmodel?model=261899,261899,L5 cortical neurons with recreated synaptic inputs in vitro correlation transfer (Linaro et al 2019),2019
/showmodel?model=150538,150538,L5 pyr. cell spiking control by oscillatory  inhibition in distal apical dendrites (Li et al 2013),2013
/showmodel?model=263053,263053,L5 pyramidal neuron myelination increases analog-digital facilitation extent (Zbili & Debanne 2020),2020
/showmodel?model=139653,139653,"L5b PC model constrained for BAC firing and perisomatic current step firing (Hay et al., 2011)",2011
/showmodel?model=258854,258854,LCN-HippoModel: model of CA1 PCs deep-superficial theta firing dynamics (Navas-Olive et al 2020),2020
/showmodel?model=258844,258844,LFP in striatum (Tanaka & Nakamura 2019),2019
/showmodel?model=238920,238920,LFP signature of monosynaptic thalamocortical connection (Hagen et al 2017),2017
/showmodel?model=267594,267594,LGMD - ON excitation to dendritic field C,None
/showmodel?model=144007,144007,"LGMD Variability and logarithmic compression in dendrites (Jones and Gabbiani, 2012, 2012B)",2012
/showmodel?model=256024,256024,LGMD impedance (Dewell & Gabbiani 2019),2019
/showmodel?model=195666,195666,LGMD with 3D morphology and active dendrites (Dewell & Gabbiani 2018),2018
/showmodel?model=153092,153092,LGNcircuit: Minimal LGN network model of temporal processing of visual input  (Norheim et al. 2012),2012
/showmodel?model=267619,267619,LIP and FEF rhythmic attention model (Aussel et al. 2023),2023
/showmodel?model=267621,267621,LP neuron model database (Zang and Marder 2023),2023
/showmodel?model=51196,51196,LTP in cerebellar mossy fiber-granule cell synapses (Saftenku 2002),2002
/showmodel?model=137743,137743,Laminar analysis of excitatory circuits in vibrissal motor and sensory cortex (Hooks et al. 2011),2011
/showmodel?model=114655,114655,Laminar connectivity matrix simulation (Weiler et al 2008),2008
/showmodel?model=93319,93319,Lamprey spinal CPG neuron (Huss et al. 2007),2007
/showmodel?model=45525,45525,Large cortex model with map-based neurons (Rulkov et al 2004),2004
/showmodel?model=144570,144570,"Large scale model of the olfactory bulb (Yu et al., 2013)",2013
/showmodel?model=260267,260267,Large scale neocortical model for PGENESIS (Crone et al 2019),2019
/showmodel?model=249589,249589,Large-scale laminar model of macaque cortex (Mejias et al 2016),2016
/showmodel?model=156072,156072,Large-scale model of neocortical slice in vitro exhibiting persistent gamma (Tomsett et al. 2014),2014
/showmodel?model=206337,206337,"Large-scale neural model of visual short-term memory (Ulloa, Horwitz 2016; Horwitz, et al. 2005,...)",2016
/showmodel?model=180372,180372,Large-scale neuromusculoskeletal model of human upright standing (Elias et al 2014),2014
/showmodel?model=154348,154348,Late emergence of the whisker direction selectivity map in rat barrel cortex (Kremer et al. 2011),2011
/showmodel?model=116094,116094,Lateral dendrodenditic inhibition in the Olfactory Bulb (David et al. 2008),2008
/showmodel?model=267318,267318,"Lateral entorhinal cortex network model (Traub and Whittington, in press)",None
/showmodel?model=180373,180373,"Layer 5 Pyramidal Neuron (Shai et al., 2015)",2015
/showmodel?model=144089,144089,Layer V PFC pyramidal neuron used to study persistent activity (Sidiropoulou & Poirazi 2012),2012
/showmodel?model=249463,249463,Layer V pyramidal cell functions and schizophrenia genetics (Mäki-Marttunen et al 2019),2019
/showmodel?model=187474,187474,Layer V pyramidal cell model with reduced morphology (Mäki-Marttunen et al 2018),2018
/showmodel?model=267128,267128,Layer-specific pyramidal cell props underlie diverse ACC motor + limbic networks (Medalla et al '21),None
/showmodel?model=267046,267046,"Leaky Integrate and Fire Neuron Model of Context Integration (Calvin, Redish 2021)",2021
/showmodel?model=128449,128449,Leaky integrate-and-fire model of spike frequency adaptation in the LGMD (Gabbiani and Krapp 2006),2006
/showmodel?model=155131,155131,Learning intrinsic excitability in Medium Spiny Neurons (Scheler 2014),2014
/showmodel?model=64261,64261,"Learning spatial transformations through STDP (Davison, Frégnac 2006)",2006
/showmodel?model=257609,257609,Learning spatiotemporal sequences using recurrent spiking NN that discretizes time (Maes et al 2020),2020
/showmodel?model=153355,153355,Leech Heart (HE) Motor Neuron conductances contributions to NN activity (Lamb & Calabrese 2013),2013
/showmodel?model=264594,264594,Leech Heart Interneuron model (Sharma et al 2020),2020
/showmodel?model=3807,3807,Leech Mechanosensory Neurons: Synaptic Facilitation by Reflected APs (Baccus 1998),1998
/showmodel?model=102279,102279,Leech S Cell: Modulation of Excitability by Serotonin (Burrell and Crisp 2008),2008
/showmodel?model=19698,19698,"Leech heart interneuron network model (Hill et al 2001, 2002)",2001
/showmodel?model=263719,263719,"Levodopa-Induced Toxicity in Parkinson's Disease (Muddapu et al, 2022)",2022
/showmodel?model=266775,266775,Library of biophysically detailed striatal projection neurons (Lindroos and Hellgren Kotaleski 2020),2020
/showmodel?model=169208,169208,Lillie Transition: onset of saltatory conduction in myelinating axons (Young et al. 2013),2013
/showmodel?model=144450,144450,Linear vs non-linear integration in CA1 oblique dendrites (Gómez González et al. 2011),2011
/showmodel?model=84167,84167,Linking STDP and Dopamine action to solve the distal reward problem (Izhikevich 2007),2007
/showmodel?model=226425,226425,Linking dynamics of the inhibitory network to the input structure (Komarov & Bazhenov 2016),2016
/showmodel?model=144387,144387,Lobster STG pyloric network model with calcium sensor  (Gunay & Prinz 2010) (Prinz et al. 2004),2010
/showmodel?model=33975,33975,"Local variable time step method (Lytton, Hines 2005)",2005
/showmodel?model=239039,239039,Locational influence of dendritic PIC on input-output properties of spinal motoneurons (Kim 2017),2017
/showmodel?model=267173,267173,Locus Coeruleus blocking model (Chowdhury et al.),None
/showmodel?model=262670,262670,Locust olfactory network with GGN and full KC population in the mushroom body (Ray et al 2020),2020
/showmodel?model=239003,239003,Logarithmic distributions prove that intrinsic learning is Hebbian (Scheler 2017),2017
/showmodel?model=244690,244690,"Long term potentiation, LTP, protein synthesis, proteasome (Smolen et al. 2018)",2018
/showmodel?model=181967,181967,Long time windows from theta modulated inhib. in entorhinal–hippo. loop (Cutsuridis & Poirazi 2015),2015
/showmodel?model=267144,267144,Long- and short-term history effects in a spiking network model of statistical learning (Maes et al accepted),None
/showmodel?model=267140,267140,Long-Term Inactivation of Na+ Channels as a Mech of Adaptation in CA1 Pyr Cells (Upchurch et al '22),None
/showmodel?model=125855,125855,Long-term adaptation with power-law dynamics (Zilany et al. 2009),2009
/showmodel?model=267103,267103,"Look-Up Table Synapse (LUTsyn) models for AMPA and NMDA (Pham et al., 2021)",2021
/showmodel?model=118799,118799,Loss of phase-locking in non-weakly coupled inhib. networks of type-I neurons (Oh and Matveev 2009),2009
/showmodel?model=279,279,Low Threshold Calcium Currents in TC cells (Destexhe et al 1998),1998
/showmodel?model=247209,247209,Low Threshold Calcium Currents in TC cells (Destexhe et al 1998) (Brian),1998
/showmodel?model=91898,91898,Low dose of dopamine may stimulate prolactin secretion by increasing K currents (Tabak et al. 2006),2006
/showmodel?model=241169,241169,M-current in a collision detection neuron (LGMD model) (Dewell & Gabbiani 2018) ,2018
/showmodel?model=267026,267026,M1 and M4 intrinsically photosensitive retinal ganglion cells (Stinchcombe et al. 2021),2021
/showmodel?model=230929,230929,MATLAB for brain and cognitive scientists (Cohen 2017),2017
/showmodel?model=227005,227005,MCCAIS model (multicompartmental cooperative AIS) (Öz et al 2015),2015
/showmodel?model=240954,240954,MDD: the role of glutamate dysfunction on Cingulo-Frontal NN dynamics (Ramirez-Mahaluf et al 2017),2017
/showmodel?model=267338,267338,MEC PV-positive fast-spiking interneuron network generates theta-nested fast oscillations,None
/showmodel?model=150239,150239,MEC layer II stellate cell: Synaptic mechanisms of grid cells (Schmidt-Hieber & Hausser 2013),2013
/showmodel?model=113732,113732,MEG of Somatosensory Neocortex (Jones et al. 2007),2007
/showmodel?model=3454,3454,MNTB Neuron: Kv3.1 currents (Wang et al 1998),1998
/showmodel?model=189946,189946,Macroscopic model of epilepsy (Fietkiewicz & Loparo 2016),2016
/showmodel?model=97863,97863,Mammalian Ventricular Cell (Beeler and Reuter 1977),1977
/showmodel?model=93398,93398,Mapping function onto neuronal morphology (Stiefel and Sejnowski 2007),2007
/showmodel?model=144468,144468,"Markov Chain-based Stochastic Shielding Hodgkin Huxley Model (Schmandt, Galan 2012)",2012
/showmodel?model=87278,87278,Markov models of SCN1A (NaV1.1) applied to abnormal gating and epilepsy (Clancy and Kass 2004),2004
/showmodel?model=266726,266726,Markovian model for SCN8A-encoded channel (Kuo et al 2020),2020
/showmodel?model=62661,62661,"Markovian model for cardiac sodium channel (Clancy, Rudy 2002)",2002
/showmodel?model=62676,62676,Markovian model for single-channel recordings of Ik_1 in ventricular cells (Matsuoka et al 2003),2003
/showmodel?model=141835,141835,Mathematical Foundations of Neuroscience (Ermentrout and Terman 2010),2010
/showmodel?model=128559,128559,Mathematical model for windup (Aguiar et al. 2010),2010
/showmodel?model=266868,266868,Mathematical model of behavioral time scale plasticity (BTSP) of place fields (Shouval & Cone 2021),2021
/showmodel?model=139457,139457,Mathematics for Neuroscientists (Gabbiani and Cox 2010),2010
/showmodel?model=231862,231862,Mature and young adult-born dentate granule cell models (T2N interface) (Beining et al. 2017),2017
/showmodel?model=267222,267222,"Mauthner cell with two pre-synaptic cells, an inhibitory and an excitatory cell (Orr et al 2021)",2021
/showmodel?model=266814,266814,"Maximal firing rate in midbrain dopamine neurons (Knowlton et al., 2021)",2021
/showmodel?model=125290,125290,Maximum entropy model to predict spatiotemporal spike patterns (Marre et al. 2009),2009
/showmodel?model=146499,146499,"Mean Field Equations for Two-Dimensional Integrate and Fire Models (Nicola and Campbell, 2013)",2013
/showmodel?model=263259,263259,Mean field model for Hodgkin Huxley networks of neurons (Carlu et al 2020),2020
/showmodel?model=263236,263236,Mean-Field models of conductance-based NNs of spiking neurons with adaptation (di Volo et al 2019),2019
/showmodel?model=265528,265528,Mean-field models of neural populations under electrical stimulation (Cakan & Obermayer 2020),2020
/showmodel?model=184140,184140,Mean-field systems and small scale neural networks (Ferguson et al. 2015),2015
/showmodel?model=141061,141061,Measuring neuronal identification quality in ensemble recordings (isoitools) (Neymotin et al. 2011),2011
/showmodel?model=260949,260949,Mechanisms for pattern specificity of DBS in Parkinson's disease (Velarde et al 2017),2017
/showmodel?model=151951,151951,"Mechanisms for stable, robust, and adaptive development of orientation maps (Stevens et al. 2013)",2013
/showmodel?model=247664,247664,Mechanisms of extraneuronal space shrinkage (Ostby et al 2009),2009
/showmodel?model=20756,20756,Mechanisms of fast rhythmic bursting in a layer 2/3 cortical neuron (Traub et al 2003),2003
/showmodel?model=138321,138321,Mechanisms of magnetic stimulation of central nervous system neurons (Pashut et al. 2011),2011
/showmodel?model=120907,120907,"Mechanisms of very fast oscillations in axon networks coupled by gap junctions (Munro, Borgers 2010)",2010
/showmodel?model=226074,226074,Mechanisms underlying different onset patterns of focal seizures (Wang Y et al 2017),2017
/showmodel?model=167694,167694,Mechanisms underlying subunit independence in pyramidal neuron dendrites (Behabadi and Mel 2014),2014
/showmodel?model=128816,128816,"Medial reticular formation of the brainstem: anatomy and dynamics (Humphries et al. 2006, 2007)",2006
/showmodel?model=53876,53876,Medial vestibular neuron models (Quadroni and Knopfel 1994),1994
/showmodel?model=266900,266900,Membrane electrical properties of mouse CA1 pyramidal cells during strong inputs (Bianchi et al 22),None
/showmodel?model=120798,120798,Membrane potential changes in dendritic spines during APs and synaptic input (Palmer & Stuart 2009),2009
/showmodel?model=184487,184487,Memory savings through unified pre- and postsynaptic STDP (Costa et al 2015),2015
/showmodel?model=234992,234992,Mesoscopic dynamics from AdEx recurrent networks (Zerlaut et al JCNS 2018),2018
/showmodel?model=264597,264597,Mesoscopic dynamics from AdEx recurrent networks (Zerlaut et al JCNS 2018) (PyNN),2018
/showmodel?model=262060,262060,Mesoscopic model of spontaneous synaptic size fluctuations (Hazan & Ziv 2020),2020
/showmodel?model=84627,84627,Method for counting motor units in mice (Major et al 2007),2007
/showmodel?model=144993,144993,Method for deriving general HH neuron model`s spiking input-output relation (Soudry & Meir 2014),2014
/showmodel?model=53457,53457,Method of probabilistic principle surfaces (PPS)  (Chang and Ghosh 2001),2001
/showmodel?model=261460,261460,Mice Somatosensory L2/3 Pyramidal cells (Iascone et al 2020),2020
/showmodel?model=156780,156780,Microcircuits of L5 thick tufted pyramidal cells (Hay & Segev 2015),2015
/showmodel?model=170029,170029,"Microglial cytokine network (Anderson et al., 2015)",2015
/showmodel?model=188423,188423,Microsaccades and synchrony coding in the retina (Masquelier et al. 2016),2016
/showmodel?model=6763,6763,Midbrain dopamine neuron: firing patterns (Canavier 1999),1999
/showmodel?model=183077,183077,Midbrain torus semicircularis neuron model (Aumentado-Armstrong et al. 2015),2015
/showmodel?model=42047,42047,Minimal cell model (Av-Ron et al 1991),1991
/showmodel?model=2014817,2014817,Minimal model for human ventricular action potentials (Bueno-Orovio et al 2008),2008
/showmodel?model=263074,263074,Minimal model of interictal and ictal discharges “Epileptor-2” (Chizhov et al 2018),2018
/showmodel?model=229276,229276,Mirror Neuron (Antunes et al 2017),2017
/showmodel?model=183300,183300,Mitral cell activity gating by respiration and inhibition in an olfactory bulb NN (Short et al 2016),2016
/showmodel?model=154769,154769,Mixed mode oscillations as a mechanism for pseudo-plateau bursting (Vo et al. 2010),2010
/showmodel?model=195626,195626,ModFossa: a library for modeling ion channels using Python (Ferneyhough et al 2016),2016
/showmodel?model=227678,227678,Model for K-ATP mediated bursting in mSNc DA neurons (Knowlton et al 2018),2018
/showmodel?model=231814,231814,Model for concentration invariant odor coding based on primacy hypothesis (Wilson et al 2017),2017
/showmodel?model=267027,267027,Model for pancreatic beta-cells (Law et al. 2020),2020
/showmodel?model=267565,267565,"Model for pancreatic beta-cells with two isoforms of PFK (Marinelli et al., 2022)",2022
/showmodel?model=267562,267562,"Model for pusatile insulin secretion at basal levels of glucose (Fletcher et al, 2022)",2022
/showmodel?model=156830,156830,"Model of AngII signaling and membrane electrophysiology (Makadia, Anderson, Fey et al., 2015)",2015
/showmodel?model=223962,223962,Model of CA1 activity during working memory task (Spera et al. 2016),2016
/showmodel?model=97743,97743,Model of DARPP-32 phosphorylation in striatal medium spiny neurons (Lindskog et al. 2006),2006
/showmodel?model=122329,122329,Model of SK current`s influence on precision in Globus Pallidus Neurons (Deister et al. 2009),2009
/showmodel?model=189922,189922,Model of Type 3 firing in neurons (Clay et al 2008),2008
/showmodel?model=222715,222715,Model of a BDNF feedback loop (Zhang et al 2016),2016
/showmodel?model=150691,150691,Model of arrhythmias in a cardiac cells network (Casaleggio et al. 2014),2014
/showmodel?model=86538,86538,Model of calcium oscillations in olfactory cilia (Reidl et al. 2006),2006
/showmodel?model=235376,235376,Model of cerebellar parallel fiber-Purkinje cell LTD and LTP (Gallimore et al 2018),2018
/showmodel?model=36861,36861,"Model of cochlear membrane adapted (Peterson, Bogert 1950)",1950
/showmodel?model=181962,181962,Model of eupnea and sigh generation in respiratory network (Toporikova et al 2015),2015
/showmodel?model=266584,266584,Model of generalized periodic discharges in acute hepatic encephalopathy (Song et al 2019),2019
/showmodel?model=137505,137505,Model of long range transmission of gamma oscillation (Murray 2007),2007
/showmodel?model=206249,206249,Model of memory linking through memory allocation (Kastellakis et al. 2016),2016
/showmodel?model=126096,126096,Model of neural responses to amplitude-modulated tones (Nelson and Carney 2004),2004
/showmodel?model=263988,263988,Model of peripheral nerve with ephaptic coupling (Capllonch-Juan & Sepulveda 2020),2020
/showmodel?model=139760,139760,Model of peristalsis in the dorsal blood vessel of Lumbriculus variegatus (Halfmann and Crisp 2011),2011
/showmodel?model=151817,151817,"Model of repetitive firing in Grueneberg ganglion olfactory neurons (Liu et al., 2012)",2012
/showmodel?model=238332,238332,Model of the Xenopus tadpole swimming spinal network (Roberts et al. 2014),2014
/showmodel?model=232023,232023,Model of the cerebellar granular network (Sudhakar et al 2017),2017
/showmodel?model=243350,243350,Model of the hippocampus over the sleep-wake cycle using Hodgkin-Huxley neurons (Aussel et al 2018),2018
/showmodel?model=181010,181010,"Model of working memory based on negative derivative feedback (Lim and Goldman, 2013)",2013
/showmodel?model=185338,185338,Model predictive control model for an isometric motor task (Ueyama 2017),2017
/showmodel?model=154872,154872,ModelView: online structural analysis of computational models (McDougal et al. 2015),2015
/showmodel?model=266782,266782,"Modeling a Nociceptive Neuro-Immune Synapse Activated by ATP and 5-HT in Meninges (Suleimanova et al., 2020)",2020
/showmodel?model=256624,256624,Modeling and MEG evidence of early consonance processing in auditory cortex (Tabas et al 2019),2019
/showmodel?model=243212,243212,Modeling brain dynamics in brain tumor patients using the Virtual Brain (Aerts et al 2018),2018
/showmodel?model=149737,149737,Modeling conductivity profiles in the deep neocortical pyramidal neuron (Wang K et al. 2013),2013
/showmodel?model=232914,232914,Modeling dendritic spikes and plasticity (Bono and Clopath 2017),2017
/showmodel?model=185350,185350,Modeling dentate granule cells heterosynaptic plasticity using STDP-BCM rule (Jedlicka et al. 2015),2015
/showmodel?model=189346,189346,Modeling epileptic seizure induced by depolarization block (Kim & Dykamp 2017),2017
/showmodel?model=152913,152913,Modeling extracellular electrical stimulation (Tahayori et al. 2012),2012
/showmodel?model=180791,180791,Modeling hebbian and homeostatic plasticity (Toyoizumi et al. 2014),2014
/showmodel?model=83575,83575,Modeling interactions in Aplysia neuron R15 (Yu et al 2004),2004
/showmodel?model=136310,136310,Modeling local field potentials (Bedard et al. 2004),2004
/showmodel?model=185875,185875,Modeling maintenance of Long-Term Potentiation in clustered synapses (Smolen 2015),2015
/showmodel?model=190140,190140,Modeling single neuron LFPs and extracellular potentials with LFPsim (Parasuram et al. 2016),2016
/showmodel?model=85981,85981,Modeling temperature changes in AMPAR kinetics (Postlethwaite et al 2007),2007
/showmodel?model=146734,146734,Modeling the effects of dopamine on network synchronization (Komek et al. 2012),2012
/showmodel?model=136024,136024,Modelling enteric neuron populations and muscle  fed-state motor patterns (Chambers et al. 2011),2011
/showmodel?model=246004,246004,Modelling gain modulation in stability-optimised circuits (Stroud et al 2018),2018
/showmodel?model=249847,249847,Modelling large scale electrodiffusion near morphologically detailed neurons (Solbra et al 2018),2018
/showmodel?model=256021,256021,Modelling platform of the cochlear nucleus and other auditory circuits (Manis & Compagnola 2018),2018
/showmodel?model=119266,119266,Modelling reduced excitability in aged CA1 neurons as a Ca-dependent process (Markaki et al. 2005),2005
/showmodel?model=231859,231859,Modelling the effects of short and random proto-neural elongations (de Wiljes et al 2017),2017
/showmodel?model=126489,126489,Models analysis for auditory-nerve synapse (Zhang and Carney 2005),2005
/showmodel?model=227972,227972,Models for cortical UP-DOWN states in a bistable inhibitory-stabilized network (Jercog et al 2017),2017
/showmodel?model=126636,126636,Models for diotic and dichotic detection (Davidson et al. 2009),2009
/showmodel?model=85112,85112,"Models of Na channels from a paper on the PKC control of I Na,P (Baker 2005)",2005
/showmodel?model=182685,182685,"Models of Vector Navigation with Grid Cells (Bush et al., 2015)",2015
/showmodel?model=195658,195658,Models of visual topographic map alignment in the Superior Colliculus (Tikidji-Hamburyan et al 2016),2016
/showmodel?model=138951,138951,Modular grid cell responses as a basis for hippocampal remapping (Monaco and Abbott 2011),2011
/showmodel?model=267310,267310,"Modulation of cortical Up-Down state switching by astrocytes (Moyse & Berry, 2022)",2022
/showmodel?model=144589,144589,Modulation of hippocampal rhythms by electric fields and network topology (Berzhanskaya et al. 2013),2013
/showmodel?model=116567,116567,Modulation of septo-hippocampal theta activity by GABAA receptors (Hajos et al. 2004),2004
/showmodel?model=7659,7659,"Modulation of temporal integration window (Migliore, Shepherd 2002)",2002
/showmodel?model=266578,266578,Molecular layer interneurons in cerebellum encode valence in associative learning (Ma et al 2020),2020
/showmodel?model=118326,118326,Moose/PyMOOSE: interoperable scripting in Python for MOOSE (Ray and Bhalla 2008),2008
/showmodel?model=267306,267306,Morphological determinants of action potential dynamics in substantia nigra  (Moubarak et al 2022),2022
/showmodel?model=238916,238916,Morphological determinants of dendritic arborization neurons in Drosophila larva (Nanda et al 2018),2018
/showmodel?model=42046,42046,"Morris-Lecar model of the barnacle giant muscle fiber (Morris, Lecar 1981)",1981
/showmodel?model=146953,146953,Motion Clouds: Synthesis of random textures for motion perception (Leon et al. 2012),2012
/showmodel?model=140788,140788,Motoneuron model of self-sustained firing after spinal cord injury (Kurian et al. 2011),2011
/showmodel?model=239582,239582,Motoneuron pool input-output function (Powers & Heckman 2017),2017
/showmodel?model=53425,53425,Motoneuron simulations for counting motor units (Major and Jones 2005),2005
/showmodel?model=267174,267174,Motor Cortex Connectivity & Event Related Desynchronization Based on Neural Mass Models (Ursino 21),None
/showmodel?model=146949,146949,Motor cortex microcircuit simulation based on brain activity mapping (Chadderdon et al. 2014),2014
/showmodel?model=194897,194897,Motor system model with reinforcement learning drives virtual arm (Dura-Bernal et al 2017),2017
/showmodel?model=267253,267253,"Mouse Episodic and Continuous Locomotion CPG (Sharples et al, 2022)",2022
/showmodel?model=262457,262457,Multi-area layer-resolved spiking network model of resting-state dynamics in macaque visual cortex,None
/showmodel?model=182797,182797,Multi-comp. CA1 O-LM interneuron model with varying dendritic Ih distributions (Sekulic et al 2015),2015
/showmodel?model=226432,226432,Multi-timescale adaptive threshold model (Kobayashi et al 2009),2009
/showmodel?model=226422,226422,Multi-timescale adaptive threshold model (Kobayashi et al 2009) (NEURON),2009
/showmodel?model=264539,264539,MultiScale Optimized Neuronal Intramembrane Cavitation (SONIC) model (Lemaire et al. 2019),2019
/showmodel?model=116835,116835,Multicompartmental cerebellar granule cell model (Diwakar et al. 2009),2009
/showmodel?model=266933,266933,Multifunctional control of feeding in Aplysia (Webster-Wood et al. 2020),2020
/showmodel?model=116312,116312,Multimodal stimuli learning in hawkmoths (Balkenius et al. 2008),2008
/showmodel?model=195659,195659,Multiple dynamical modes of thalamic relay neurons (Wang XJ 1994),1994
/showmodel?model=113649,113649,Multiple mechanisms of short term plasticity at the calyx of Held (Hennig et al. 2008),2008
/showmodel?model=42321,42321,"Multiple modes of a conditional neural oscillator (Epstein, Marder 1990)",1990
/showmodel?model=36956,36956,"Multiple modes of inner hair cell stimulation (Mountain, Cody 1999)",1999
/showmodel?model=266864,266864,Multiplexed coding in Purkinje neuron dendrites (Zang and De Schutter 2021),2021
/showmodel?model=189347,189347,Multiplication by NMDA receptors in Direction Selective Ganglion cells (Poleg-Polsky & Diamond 2016),2016
/showmodel?model=141226,141226,Multiscale interactions between chemical and electric signaling in LTP (Bhalla 2011),2011
/showmodel?model=266637,266637,Multiscale model of excitotoxicity in PD (Muddapu and Chakravarthy 2020),2020
/showmodel?model=136097,136097,Multiscale model of olfactory receptor neuron in mouse (Dougherty 2009),2009
/showmodel?model=260015,260015,Multiscale model of primary motor cortex circuits predicts in vivo dynamics (Dura-Bernal et al 2023),2023
/showmodel?model=188552,188552,Multiscale modeling of epileptic seizures (Naze et al. 2015),2015
/showmodel?model=150284,150284,Multiscale simulation of the striatal medium spiny neuron (Mattioni & Le Novere 2013),2013
/showmodel?model=118261,118261,Multisensory integration in the superior colliculus: a neural network model (Ursino et al. 2009),2009
/showmodel?model=120227,120227,Multistability of clustered states in a globally inhibitory network (Chandrasekaran et al. 2009),2009
/showmodel?model=189154,189154,Multitarget pharmacology for Dystonia in M1 (Neymotin et al 2016),2016
/showmodel?model=189786,189786,"Muscle spindle feedback circuit (Moraud et al, 2016)",2016
/showmodel?model=3808,3808,"MyFirstNEURON (Houweling, Sejnowski 1997)",1997
/showmodel?model=9848,9848,Myelinated axon conduction velocity (Brill et al 1977),1977
/showmodel?model=136296,136296,Myelinated nerve fibre myelin resistance dependent on extracellular K+ level (Brazhe et al. 2010),2010
/showmodel?model=126640,126640,NAcc medium spiny neuron: effects of cannabinoid withdrawal (Spiga et al. 2010),2010
/showmodel?model=182135,182135,"NETMORPH: creates NNs with realistic neuron morphologies (Koene et al. 2009, van Ooyen et al. 2014)",2009
/showmodel?model=54141,54141,NEUROFIT: fitting HH models to voltage clamp data (Willms 2002),2002
/showmodel?model=116491,116491,NEURON + Python (Hines et al. 2009),2009
/showmodel?model=97868,97868,NEURON interfaces to MySQL and the SPUD feature extraction algorithm (Neymotin et al. 2008),2008
/showmodel?model=7988,7988,NMDA receptor saturation (Chen et al 2001),2001
/showmodel?model=266802,266802,NMDA receptors enhance the fidelity of synaptic integration (Li and Gulledge 2021),2021
/showmodel?model=184725,184725,NMDA spikes in basal dendrites of L5 pyramidal neurons (Polsky et al. 2009),2009
/showmodel?model=145917,145917,NMDA subunit effects on Calcium and STDP (Evans et al. 2012),2012
/showmodel?model=169985,169985,"NMDAR & GABAB/KIR Give Bistable Dendrites: Working Memory & Sequence Readout (Sanders et al., 2013)",2013
/showmodel?model=262115,262115,NN activity impact on neocortical pyr. neurons integrative properties in vivo (Destexhe & Pare 1999),1999
/showmodel?model=239418,239418,NN for proto-object based contour integration and figure-ground segregation (Hu & Niebur 2017),2017
/showmodel?model=123848,123848,Na channel mutations in the dentate gyrus (Thomas et al. 2009),2009
/showmodel?model=225086,225086,Na+ Signals in olfactory bulb neurons (granule cell model) (Ona-Jodar et al. 2017),2017
/showmodel?model=114394,114394,Na+ channel dependence of AP initiation in cortical pyramidal neuron (Kole et al. 2008),2008
/showmodel?model=105385,105385,Nav1.6 sodium channel model in globus pallidus neurons (Mercer et al. 2007),2007
/showmodel?model=136309,136309,Neocort. pyramidal cells subthreshold somatic voltage controls spike propagation (Munro Kopell 2012),2012
